ENTREPRISE,CATEGORIE,equipment_id,product_ref,model,type,timestamp,status,alarm_code,message
Danone,Agroalimentaire,SE-DAN-001,SE-PRODUCT-BMEP584040,Modicon M580,PLC,2026-01-28T09:33:55Z,normal,NORMAL,"M580 battery backup test passed, BMXBAT module capacity 94%, estimated 18 months remaining"
Danone,Agroalimentaire,SE-DAN-002,SE-PRODUCT-BMEP584040,Altivar Process ATV930,Variable Speed Drive,2026-01-05T08:15:23Z,normal,NORMAL,"ATV930 motor control operating nominal, output frequency 50.2Hz, DC bus voltage 648V, motor current 87.3A"
Danone,Agroalimentaire,SE-DAN-002,SE-PRODUCT-BMEP584040,Altivar Process ATV930,Variable Speed Drive,2026-01-10T14:42:17Z,warning,TH118,"ATV930 drive temperature elevated, heatsink temp 68°C approaching threshold, ambient 42°C detected"
Danone,Agroalimentaire,SE-DAN-002,SE-PRODUCT-BMEP584040,Altivar Process ATV930,Variable Speed Drive,2026-01-15T10:28:55Z,normal,NORMAL,"ATV930 PID regulation active, process feedback 4-20mA loop stable, speed reference 1485 RPM achieved"
Danone,Agroalimentaire,SE-DAN-002,SE-PRODUCT-BMEP584040,Altivar Process ATV930,Variable Speed Drive,2026-01-22T16:53:41Z,error,PHF1,"ATV930 input phase loss detected on L2, drive entering protective mode, motor deceleration initiated"
Danone,Agroalimentaire,SE-DAN-002,SE-PRODUCT-BMEP584040,Altivar Process ATV930,Variable Speed Drive,2026-01-28T09:17:09Z,normal,NORMAL,"ATV930 operational post-reset, Modbus TCP communication restored, torque limit 110% configured, brake control sequence verified"
Danone,Agroalimentaire,SE-DAN-003,SE-PRODUCT-A9MEM3255,PowerLogic ION7650,Power Meter,2026-01-05T08:15:22Z,normal,NORMAL,"PowerLogic ION7650 metering accuracy verified at Class 0.2S, all phase voltages balanced within 0.8%"
Danone,Agroalimentaire,SE-DAN-003,SE-PRODUCT-A9MEM3255,PowerLogic ION7650,Power Meter,2026-01-10T14:42:18Z,warning,THD_HIGH,PowerLogic harmonics detected THD 6.8% on Phase A exceeds IEEE 519 recommended limit of 5%
Danone,Agroalimentaire,SE-DAN-003,SE-PRODUCT-A9MEM3255,PowerLogic ION7650,Power Meter,2026-01-15T10:28:45Z,normal,NORMAL,"ION7650 power quality monitoring active, power factor maintained at 0.96 leading, demand interval reset successful"
Danone,Agroalimentaire,SE-DAN-003,SE-PRODUCT-A9MEM3255,PowerLogic ION7650,Power Meter,2026-01-22T16:55:33Z,warning,VOLT_SAG,"ION7650 voltage sag event recorded: Phase B dropped to 198V for 1.2 seconds, below 207V threshold"
Danone,Agroalimentaire,SE-DAN-003,SE-PRODUCT-A9MEM3255,PowerLogic ION7650,Power Meter,2026-01-28T09:12:07Z,normal,NORMAL,"PowerLogic ION7650 energy accumulation registers synchronized, Modbus TCP communication stable at 100ms response time"
Danone,Agroalimentaire,SE-DAN-004,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-03T08:15:22Z,normal,NORMAL,"TeSys Island motor starter group 3 operating nominal, load balancing at 78%, all contactors responding within 45ms"
Danone,Agroalimentaire,SE-DAN-004,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-09T14:32:18Z,normal,NORMAL,"Digital module communication healthy, EtherNet/IP cyclic data exchange 10ms, motor protection class 10A active"
Danone,Agroalimentaire,SE-DAN-004,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-15T11:47:55Z,warning,TEMP_HIGH,"TeSys Island base unit temperature elevated at 62°C, ambient conditions affecting thermal dissipation on motor channel 5"
Danone,Agroalimentaire,SE-DAN-004,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-22T09:23:41Z,normal,NORMAL,"Predictive maintenance algorithm reports 94% health score, motor insulation resistance 850 MΩ across all 8 channels"
Danone,Agroalimentaire,SE-DAN-004,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-28T16:08:33Z,warning,CURR_ASYM,"Motor channel 2 current asymmetry detected at 18%, phase imbalance exceeding 15% threshold, recommend load inspection"
Danone,Agroalimentaire,SE-DAN-005,SE-PRODUCT-A9MEM3255,Magelis HMIGTO6315,HMI,2026-01-03T08:15:22Z,normal,NORMAL,"Touchscreen calibration verified, backlight intensity at 85%, runtime 14523 hours"
Danone,Agroalimentaire,SE-DAN-005,SE-PRODUCT-A9MEM3255,Magelis HMIGTO6315,HMI,2026-01-09T14:42:18Z,normal,NORMAL,"Vijeo Designer application cycle time 125ms, Modbus TCP communication stable, 47 tags active"
Danone,Agroalimentaire,SE-DAN-005,SE-PRODUCT-A9MEM3255,Magelis HMIGTO6315,HMI,2026-01-15T10:28:45Z,warning,TEMP_HIGH,"Internal temperature 58°C approaching threshold, ambient cooling recommended"
Danone,Agroalimentaire,SE-DAN-005,SE-PRODUCT-A9MEM3255,Magelis HMIGTO6315,HMI,2026-01-22T16:55:33Z,normal,NORMAL,"Ethernet port 1 active 100Mbps full-duplex, SD card storage 68% available, firmware v2.8.4"
Danone,Agroalimentaire,SE-DAN-005,SE-PRODUCT-A9MEM3255,Magelis HMIGTO6315,HMI,2026-01-28T09:17:56Z,warning,COMM_TIMEOUT,"PLC communication timeout detected on Modbus address 192.168.1.50, retry attempt 3 of 5"
Danone,Agroalimentaire,SE-DAN-006,SE-PRODUCT-BMEP584040,Modicon M340,PLC,2026-01-03T08:15:22Z,normal,NORMAL,"BMX P34 2020 processor cycle time 12ms, I/O scan complete, all 8 racks responding"
Danone,Agroalimentaire,SE-DAN-006,SE-PRODUCT-BMEP584040,Modicon M340,PLC,2026-01-09T14:42:38Z,warning,PWR_VOLT_LOW,"BMX CPS 2000 power supply voltage fluctuation detected 23.1V, threshold 24V ±15%"
Danone,Agroalimentaire,SE-DAN-006,SE-PRODUCT-BMEP584040,Modicon M340,PLC,2026-01-15T10:28:14Z,normal,NORMAL,"Unity Pro program execution nominal, 4096 discrete I/O active, Modbus TCP communication stable"
Danone,Agroalimentaire,SE-DAN-006,SE-PRODUCT-BMEP584040,Modicon M340,PLC,2026-01-22T16:55:47Z,error,IO_MODULE_FAULT,"BMX DDI 1602 input module slot 3 communication timeout, rack 2 I/O health check failed"
Danone,Agroalimentaire,SE-DAN-006,SE-PRODUCT-BMEP584040,Modicon M340,PLC,2026-01-28T09:33:05Z,normal,NORMAL,"System restored, all BMX modules online, Ethernet IP scanner operational, battery backup 98%"
Danone,Agroalimentaire,SE-DAN-007,SE-PRODUCT-BMEP584040,Altivar Process ATV680,Variable Speed Drive,2026-01-05T08:15:22Z,normal,NORMAL,"ATV680 motor control operating nominal, output frequency 50.2Hz, DC bus voltage 648V stable"
Danone,Agroalimentaire,SE-DAN-007,SE-PRODUCT-BMEP584040,Altivar Process ATV680,Variable Speed Drive,2026-01-12T14:42:18Z,warning,TH118,"ATV680 IGBT heatsink temperature elevated at 72°C, thermal derating initiated at 15% capacity reduction"
Danone,Agroalimentaire,SE-DAN-007,SE-PRODUCT-BMEP584040,Altivar Process ATV680,Variable Speed Drive,2026-01-18T10:28:45Z,normal,NORMAL,"PID process regulation active, motor torque 87% rated, power factor correction 0.96 leading"
Danone,Agroalimentaire,SE-DAN-007,SE-PRODUCT-BMEP584040,Altivar Process ATV680,Variable Speed Drive,2026-01-23T16:55:33Z,error,PHF,"ATV680 input phase loss detected on L2, drive protection triggered, motor coast stop executed"
Danone,Agroalimentaire,SE-DAN-007,SE-PRODUCT-BMEP584040,Altivar Process ATV680,Variable Speed Drive,2026-01-28T09:12:07Z,normal,NORMAL,"ATV680 restart successful, harmonic filter THD reduced to 3.8%, Modbus TCP communication verified"
Danone,Agroalimentaire,SE-DAN-008,SE-PRODUCT-A9MEM3255,PowerLogic ION8650,Power Meter,2026-01-05T08:15:22Z,normal,NORMAL,"PowerLogic ION8650 metering accuracy verified at 0.2% class, all phase voltages balanced within 1.5%"
Danone,Agroalimentaire,SE-DAN-008,SE-PRODUCT-A9MEM3255,PowerLogic ION8650,Power Meter,2026-01-10T14:42:18Z,warning,THD_HIGH,"PowerLogic harmonics detected THD 6.8% on L2, exceeds IEEE 519 recommended limit of 5%"
Danone,Agroalimentaire,SE-DAN-008,SE-PRODUCT-A9MEM3255,PowerLogic ION8650,Power Meter,2026-01-15T10:28:45Z,normal,NORMAL,"ION8650 power quality monitoring active, power factor maintained at 0.96 leading, demand interval reset successful"
Danone,Agroalimentaire,SE-DAN-008,SE-PRODUCT-A9MEM3255,PowerLogic ION8650,Power Meter,2026-01-22T16:55:33Z,warning,VOLT_SAG,"ION8650 voltage sag event recorded: L1 dropped to 198V for 1.2 seconds, below 207V threshold"
Danone,Agroalimentaire,SE-DAN-008,SE-PRODUCT-A9MEM3255,PowerLogic ION8650,Power Meter,2026-01-28T09:12:07Z,normal,NORMAL,"PowerLogic ION8650 energy accumulation registers synchronized, Modbus TCP communication stable at 100ms polling rate"
Danone,Agroalimentaire,SE-DAN-009,SE-PRODUCT-BMEP584040,Altivar Process ATV600,Variable Speed Drive,2026-01-05T08:15:22Z,normal,NORMAL,"ATV600 motor control operating at 47.3Hz, output current 142A, DC bus voltage 648V stable"
Danone,Agroalimentaire,SE-DAN-009,SE-PRODUCT-BMEP584040,Altivar Process ATV600,Variable Speed Drive,2026-01-11T14:42:18Z,warning,TH_WARN,"ATV600 heatsink temperature reached 72°C, thermal derating initiated at 15% capacity reduction"
Danone,Agroalimentaire,SE-DAN-009,SE-PRODUCT-BMEP584040,Altivar Process ATV600,Variable Speed Drive,2026-01-17T10:28:45Z,normal,NORMAL,"PID process regulation active, speed reference 1450 RPM, process feedback loop stable at setpoint"
Danone,Agroalimentaire,SE-DAN-009,SE-PRODUCT-BMEP584040,Altivar Process ATV600,Variable Speed Drive,2026-01-23T16:55:33Z,error,PHF,"ATV600 phase loss detected on input L2, drive protection triggered, motor coast stop executed"
Danone,Agroalimentaire,SE-DAN-009,SE-PRODUCT-BMEP584040,Altivar Process ATV600,Variable Speed Drive,2026-01-28T09:12:07Z,normal,NORMAL,"ATV600 energy optimization mode active, power factor 0.96, motor efficiency 94.2%, running hours 18547h"
Danone,Agroalimentaire,SE-DAN-010,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-03T08:15:22Z,normal,NORMAL,"TeSys Island motor starter group 3 operating nominal, load balancing at 78%, all contactors responding within 45ms"
Danone,Agroalimentaire,SE-DAN-010,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-08T14:32:18Z,normal,NORMAL,"Digital module communication healthy, EtherNet/IP cyclic data exchange 10ms, motor protection class 10A active"
Danone,Agroalimentaire,SE-DAN-010,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-15T11:47:55Z,warning,THRM_PREALM,"Motor M4 thermal overload pre-alarm triggered at 92% threshold, ambient temperature 41°C, recommend load reduction"
Danone,Agroalimentaire,SE-DAN-010,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-22T09:23:41Z,normal,NORMAL,"TeSys Island base unit self-diagnostics completed, power module firmware v3.2.1, all 12 motor channels operational"
Danone,Agroalimentaire,SE-DAN-010,SE-PRODUCT-A9F94116,TeSys Island,Motor Management System,2026-01-28T16:08:33Z,warning,PHASE_IMBAL,"Phase imbalance detected on motor M7, voltage deviation 4.8% between L1-L2, current asymmetry 6.2A"
SNCF,Transport,SE-SNCF-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-03T08:15:22Z,normal,NORMAL,"Masterpact MTZ2 trip unit self-test completed successfully, Micrologic 7.0 firmware operational"
SNCF,Transport,SE-SNCF-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-08T14:32:45Z,normal,NORMAL,"Load current balanced at 1247A across three phases, thermal memory at 42% capacity"
SNCF,Transport,SE-SNCF-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-15T10:18:33Z,warning,THERMAL_HIGH,"Masterpact MTZ2 thermal trip threshold reached 87%, load shedding recommended within 2 hours"
SNCF,Transport,SE-SNCF-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-22T16:44:11Z,normal,NORMAL,"Ground fault protection active, residual current monitoring at 12mA, well below 30mA threshold"
SNCF,Transport,SE-SNCF-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-28T09:27:58Z,warning,CONTACT_WEAR,"Masterpact contact wear indicator at 78%, maintenance cycle due in 2500 operations or 90 days"
SNCF,Transport,SE-SNCF-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-03T08:15:22Z,normal,NORMAL,"M580 CPU scan time 12ms, I/O health 100%, Ethernet IP connections stable at 24 active nodes"
SNCF,Transport,SE-SNCF-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-08T14:32:45Z,normal,NORMAL,"BMEP584040 firmware v3.20 running, 512MB application memory utilization at 34%, all safety modules responding"
SNCF,Transport,SE-SNCF-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-15T10:47:18Z,warning,TEMP_HIGH,"Modicon M580 backplane temperature reached 62°C, cooling fan speed increased to 85%"
SNCF,Transport,SE-SNCF-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-22T16:23:51Z,normal,NORMAL,"Hot standby synchronization completed in 340ms, redundant CPU BMEP584040 heartbeat nominal at 100ms intervals"
SNCF,Transport,SE-SNCF-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-28T09:55:33Z,warning,IO_COMM_TIMEOUT,"M580 rack slot 4 analog input module BMXAMI0810 communication timeout detected, retries successful after 2.3 seconds"
SNCF,Transport,SE-SNCF-003,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 80,Protection Relay,2026-01-03T08:15:22Z,normal,NORMAL,"Sepam 80 self-test completed successfully, all protection functions operational"
SNCF,Transport,SE-SNCF-003,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 80,Protection Relay,2026-01-09T14:32:45Z,normal,NORMAL,"Earth fault protection I0> pickup threshold verified at 0.2In, directional sensitivity nominal"
SNCF,Transport,SE-SNCF-003,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 80,Protection Relay,2026-01-15T19:47:18Z,warning,THERMAL_MEM_HIGH,"Sepam 80 thermal memory at 78% capacity, load current sustained at 0.92In for 4.2 hours"
SNCF,Transport,SE-SNCF-003,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 80,Protection Relay,2026-01-22T11:23:56Z,normal,NORMAL,"Differential protection 87B operating correctly, restraint characteristic slope verified at 25%"
SNCF,Transport,SE-SNCF-003,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 80,Protection Relay,2026-01-28T16:08:33Z,warning,VOLT_UNBALANCE,"Sepam 80 detected voltage unbalance 3.8% on phase B, negative sequence V2 threshold approaching limit"
SNCF,Transport,SE-SNCF-004,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-03T08:15:22Z,normal,NORMAL,"PowerLogic ION9000 harmonic analysis complete - THD voltage 1.8%, THD current 3.2% within IEEE 519 limits"
SNCF,Transport,SE-SNCF-004,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-09T14:42:18Z,normal,NORMAL,"Power quality monitoring active - voltage sag detection enabled, waveform capture buffer at 34% capacity"
SNCF,Transport,SE-SNCF-004,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-15T19:28:45Z,warning,PF_LOW,"ION9000 detected power factor deviation 0.82 on phase A, capacitor bank switching recommended"
SNCF,Transport,SE-SNCF-004,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-22T11:05:33Z,normal,NORMAL,"Energy metering accuracy verification passed - Class 0.2S compliance confirmed, demand interval reset successful"
SNCF,Transport,SE-SNCF-004,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-28T16:51:09Z,warning,VOLT_TRANSIENT,"ION9000 transient overvoltage event recorded 1.18 pu on L2-N, duration 0.3 cycles, waveform captured"
SNCF,Transport,SE-SNCF-005,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ1 08H1,Circuit Breaker,2026-01-03T08:15:22Z,normal,NORMAL,"Masterpact MTZ1 trip unit self-test completed successfully, Micrologic 7.0 firmware operational"
SNCF,Transport,SE-SNCF-005,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ1 08H1,Circuit Breaker,2026-01-09T14:32:45Z,normal,NORMAL,"Circuit breaker load current 645A, thermal capacity at 62%, contact wear indicator nominal"
SNCF,Transport,SE-SNCF-005,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ1 08H1,Circuit Breaker,2026-01-15T11:20:18Z,warning,THERMAL_HIGH,"Masterpact thermal trip threshold at 87%, ambient temperature 42°C detected in switchgear"
SNCF,Transport,SE-SNCF-005,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ1 08H1,Circuit Breaker,2026-01-22T16:48:33Z,normal,NORMAL,"Ground fault protection active, Micrologic residual current monitoring 12mA, PowerLogic THD 3.8%"
SNCF,Transport,SE-SNCF-005,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ1 08H1,Circuit Breaker,2026-01-28T09:55:07Z,warning,AUX_CONTACT_DEGRADE,"MTZ1 auxiliary contact C1 response time degraded to 18ms, maintenance recommended within 30 days"
SNCF,Transport,SE-SNCF-006,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-05T08:15:22Z,normal,NORMAL,"SF6 gas pressure 1.45 bar at 20°C, circuit breaker operations count: 1247, Sepam relay self-test passed"
SNCF,Transport,SE-SNCF-006,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-10T14:32:18Z,normal,NORMAL,"Load current phase L1: 285A, L2: 278A, L3: 291A, busbar temperature 42°C, vacuum interrupter contact resistance 85µΩ"
SNCF,Transport,SE-SNCF-006,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-17T10:48:55Z,warning,SF6_PRESS_LOW,"SF6 gas pressure 1.38 bar at 22°C approaching low threshold, partial discharge activity detected 125pC on phase L3"
SNCF,Transport,SE-SNCF-006,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-23T16:21:40Z,normal,NORMAL,"SF6 gas refilled to 1.46 bar, Sepam 40 protection relay coordination verified, earthing switch interlocking mechanism tested OK"
SNCF,Transport,SE-SNCF-006,SE-PRODUCT-TCSESM083F2CU0,SM6-36 IM,Medium Voltage Switchgear,2026-01-28T09:05:33Z,normal,NORMAL,"Voltage monitoring 20.1kV L-L, current unbalance 3.2%, motor protection ANSI 50/51 settings verified, auxiliary contacts functional"
SNCF,Transport,SE-SNCF-007,SE-PRODUCT-BMEP584040,Modicon M580 BMEP585040,PLC Controller,2026-01-03T08:15:22Z,normal,NORMAL,"M580 CPU scan time 12ms, I/O health 100%, Ethernet IP connections stable at 24 active nodes"
SNCF,Transport,SE-SNCF-007,SE-PRODUCT-BMEP584040,Modicon M580 BMEP585040,PLC Controller,2026-01-08T14:32:45Z,normal,NORMAL,"BMEP585040 firmware v3.20 running, backplane communication nominal, 512MB memory utilization at 34%"
SNCF,Transport,SE-SNCF-007,SE-PRODUCT-BMEP584040,Modicon M580 BMEP585040,PLC Controller,2026-01-15T10:47:18Z,warning,TEMP_HIGH,"M580 rack temperature sensor reading 62°C, approaching upper threshold, ambient cooling recommended"
SNCF,Transport,SE-SNCF-007,SE-PRODUCT-BMEP584040,Modicon M580 BMEP585040,PLC Controller,2026-01-22T16:23:51Z,normal,NORMAL,"Hot standby synchronization verified, primary PLC active, redundancy heartbeat 50ms, battery backup at 98%"
SNCF,Transport,SE-SNCF-007,SE-PRODUCT-BMEP584040,Modicon M580 BMEP585040,PLC Controller,2026-01-28T09:55:33Z,warning,COMM_TIMEOUT,"Modbus TCP communication timeout detected on port 502, slave device 0x0A non-responsive for 3 consecutive polls"
SNCF,Transport,SE-SNCF-008,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 60,Protection Relay,2026-01-03T08:15:22Z,normal,NORMAL,Sepam 60 self-test completed successfully - all protection functions operational
SNCF,Transport,SE-SNCF-008,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 60,Protection Relay,2026-01-09T14:32:45Z,normal,NORMAL,Earth fault protection I0> pickup threshold verified at 0.2 In - coordination nominal
SNCF,Transport,SE-SNCF-008,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 60,Protection Relay,2026-01-15T19:47:18Z,warning,THERMAL_MEM_HIGH,Sepam 60 thermal memory at 78% - load current sustained at 0.92 In for 4.2 hours
SNCF,Transport,SE-SNCF-008,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 60,Protection Relay,2026-01-22T11:23:56Z,normal,NORMAL,Directional overcurrent 67 function tested - phase angle measurement within ±2° tolerance
SNCF,Transport,SE-SNCF-008,SE-PRODUCT-TCSESM083F2CU0,Sepam Series 60,Protection Relay,2026-01-28T16:08:33Z,error,CT_SUPERVISION_FAULT,Sepam 60 CT secondary circuit supervision alarm - phase B current asymmetry detected 15.3%
SNCF,Transport,SE-SNCF-009,SE-PRODUCT-A9MEM3255,PowerLogic PM8000,Power Monitoring System,2026-01-03T08:15:22Z,normal,NORMAL,"PowerLogic PM8000 harmonic analysis complete - THD voltage 1.8%, THD current 3.2% within IEEE 519 limits"
SNCF,Transport,SE-SNCF-009,SE-PRODUCT-A9MEM3255,PowerLogic PM8000,Power Monitoring System,2026-01-09T14:42:18Z,normal,NORMAL,"PM8000 power quality monitoring active - voltage unbalance 0.9%, frequency stable at 50.02 Hz"
SNCF,Transport,SE-SNCF-009,SE-PRODUCT-A9MEM3255,PowerLogic PM8000,Power Monitoring System,2026-01-15T11:28:45Z,warning,PF_LOW,"PM8000 detected power factor deviation - current PF 0.82, below target threshold of 0.90"
SNCF,Transport,SE-SNCF-009,SE-PRODUCT-A9MEM3255,PowerLogic PM8000,Power Monitoring System,2026-01-22T19:55:33Z,normal,NORMAL,"PowerLogic PM8000 demand logging synchronized - peak demand 847.3 kW recorded, load profile updated"
SNCF,Transport,SE-SNCF-009,SE-PRODUCT-A9MEM3255,PowerLogic PM8000,Power Monitoring System,2026-01-28T06:12:09Z,warning,VOLT_SAG,"PM8000 voltage sag event detected on Phase A - 203V for 1.2 seconds, event logged to memory"
SNCF,Transport,SE-SNCF-010,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-03T08:15:22Z,normal,NORMAL,"Masterpact MTZ3 breaker closed - load current 2450A, thermal capacity 68%, Micrologic 7.0 self-test passed"
SNCF,Transport,SE-SNCF-010,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-09T14:32:47Z,normal,NORMAL,"Trip unit calibration verified - LSI protection settings confirmed, ground fault threshold 30% In"
SNCF,Transport,SE-SNCF-010,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-15T11:28:13Z,warning,CONTACT_WEAR_HIGH,Masterpact contact wear indicator at 78% - maintenance recommended within 2000 operations
SNCF,Transport,SE-SNCF-010,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-22T16:45:39Z,normal,NORMAL,"PowerLogic energy metering active - power factor 0.94, THD-I 3.8%, no harmonic alarms"
SNCF,Transport,SE-SNCF-010,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ3 32H1,Circuit Breaker,2026-01-28T09:17:55Z,warning,THERMAL_PRELOAD,Micrologic trip unit detected thermal overload pre-alarm - load 2890A at 91% of Ir setting
Aeroports de Paris,Transport,SE-ADP-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-03T08:15:22Z,normal,NORMAL,"Micrologic 7.0 trip unit self-test completed successfully, all protection functions operational"
Aeroports de Paris,Transport,SE-ADP-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-09T14:42:18Z,normal,NORMAL,"Load current balanced across phases L1:1245A L2:1238A L3:1251A, thermal capacity at 78%"
Aeroports de Paris,Transport,SE-ADP-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-15T10:28:45Z,warning,CONTACT_WEAR_HIGH,"Masterpact contact wear indicator at 72%, recommend maintenance scheduling within 3 months"
Aeroports de Paris,Transport,SE-ADP-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-22T16:55:33Z,normal,NORMAL,"PowerLogic energy metering active, THD measured at 3.8%, power factor 0.94 within acceptable range"
Aeroports de Paris,Transport,SE-ADP-001,SE-PRODUCT-TCSESM083F2CU0,Masterpact MTZ2 16H1,Circuit Breaker,2026-01-28T09:12:07Z,warning,GROUND_FAULT_ELEVATED,"Ground fault protection sensitivity adjusted, residual current detected at 285mA approaching I-curve threshold"
Aeroports de Paris,Transport,SE-ADP-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-03T08:15:22Z,normal,NORMAL,"M580 CPU scan time 12ms, I/O health 100%, Ethernet IP communication stable on all 4 ports"
Aeroports de Paris,Transport,SE-ADP-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-09T14:42:18Z,warning,TEMP_HIGH,"M580 backplane temperature 58°C approaching threshold, rack slot 3 BMXDDI3202K module reporting elevated temp"
Aeroports de Paris,Transport,SE-ADP-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-15T10:28:45Z,normal,NORMAL,"Unity Loader firmware update completed successfully, BMEP584040 now running v3.20, hot standby synchronization verified"
Aeroports de Paris,Transport,SE-ADP-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-22T16:55:33Z,error,RIO_COMM_LOSS,"M580 RIO drop detected on remote rack 2, BMXCRA31200 communication adapter timeout, 16 I/O points offline"
Aeroports de Paris,Transport,SE-ADP-002,SE-PRODUCT-BMEP584040,Modicon M580 BMEP584040,PLC Controller,2026-01-28T09:12:07Z,normal,NORMAL,"M580 battery backup test passed, BMXBAT supercapacitor at 98% capacity, estimated runtime 45 minutes"
Aeroports de Paris,Transport,SE-ADP-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-03T08:15:22Z,normal,NORMAL,"ION9000 power quality analysis complete - THD voltage 1.8%, THD current 2.3% within limits"
Aeroports de Paris,Transport,SE-ADP-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-09T14:42:18Z,warning,VOLT_UNBALANCE,ION9000 detected voltage unbalance phase A-B-C: 2.8% exceeding recommended 2.5% threshold
Aeroports de Paris,Transport,SE-ADP-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-15T11:28:45Z,normal,NORMAL,"ION9000 demand interval reset successful - peak demand 1847 kW recorded, power factor 0.94 lagging"
Aeroports de Paris,Transport,SE-ADP-003,SE-PRODUCT-A9MEM3255,PowerLogic ION9000,Power Monitoring System,2026-01-22T19:53:31Z,error,COMM_TIMEOUT,ION9000 communication timeout on Modbus RTU port 2 - revenue metering data logging interrupted
